"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"PPP1R12A",4.12838796219526e-05,-0.366636581301625,0.615,0.751,1
"SDC2",4.1518351714471e-05,0.279687924873563,0.606,0.547,1
"NDUFC1",4.20226162803484e-05,-0.433885563870605,0.926,0.947,1
"COX7A1",4.95919827867676e-05,-0.301239001619477,0.463,0.618,1
"NEO1",4.98434342722541e-05,-0.257204042997961,0.347,0.484,1
"AMZ2P1",5.09677900097464e-05,0.301548199145529,0.451,0.342,1
"TCTN1",5.15613955531869e-05,0.26816337909872,0.477,0.364,1
"ASH1L",5.86514488512393e-05,-0.313472542843085,0.571,0.707,1
"RAD21",5.98144155220535e-05,-0.337737120397977,0.667,0.796,1
"KIAA1109",5.99008156982782e-05,-0.346307352897335,0.494,0.636,1
"ENAH",6.23272728611317e-05,-0.314834115474602,0.485,0.613,1
"MT-ND3",6.47294833531722e-05,-0.331689073593818,0.995,0.982,1
"NF1",6.6108525031882e-05,-0.289902166508468,0.526,0.68,1
"YWHAB",6.6159185320488e-05,-0.529287193073386,0.885,0.911,1
"LINC02609",6.65147414690047e-05,-0.323062676026344,0.093,0.191,1
"MALAT1",6.74307882094682e-05,-0.366089127464901,0.999,1,1
"DICER1",7.14884506526373e-05,-0.273737991793567,0.497,0.649,1
"KCMF1",7.23069790627626e-05,0.296829042215979,0.561,0.476,1
"COX7C",7.3009313550042e-05,-0.283961089372718,0.986,0.982,1
"MAN1A1",7.34284967409501e-05,-0.543750687170353,0.646,0.733,1
"JUND",7.49978353068488e-05,0.292048297281409,0.923,0.956,1
"GRK3",7.62106954930268e-05,-0.25421019617909,0.447,0.578,1
"MTIF3",7.98514139021425e-05,-0.311446574925242,0.568,0.693,1
"KPNA6",8.15649676196222e-05,-0.329224873428251,0.72,0.822,1
"PPP2R5E",8.53260439953217e-05,-0.271881159747483,0.464,0.591,1
"CARMIL1",0.000101156505003671,-0.261512278587241,0.436,0.564,1
"PHKB",0.000105279364527075,-0.335890765052428,0.429,0.551,1
"NAA15",0.000105459420004049,-0.364725490063061,0.494,0.649,1
"NAMPT",0.000105885825431436,0.287449056449815,0.598,0.511,1
"TRIB3",0.0001075790950195,0.304916909267566,0.309,0.196,1
"CNKSR2",0.000108902209580693,-0.35407311465975,0.191,0.302,1
"SSBP2",0.000112286717686775,-0.277662137685756,0.561,0.689,1
"SATB1",0.000115392768139592,-0.305559952055982,0.307,0.449,1
"ENO2",0.000116553241550043,0.312758368195983,0.69,0.631,1
"TDRD9",0.000118471820699149,-0.544680856369418,0.27,0.382,1
"RBX1",0.00012709331485955,-0.34760823623829,0.775,0.871,1
"SMIM8",0.000128016501672808,-0.493439857791202,0.245,0.369,1
"LARP4B",0.000128541600324454,-0.302005222445581,0.422,0.556,1
"BMP5",0.000133059689143163,-0.372372057076123,0.541,0.689,1
"SLC7A2",0.000142047714307353,-0.271440713625055,0.637,0.738,1
"LINC02482",0.000147531712083913,-0.53897990338767,0.152,0.253,1
"TTC37",0.000152534648038958,-0.292108577939383,0.645,0.778,1
"DNAJC16",0.000160583617972066,-0.356511980722265,0.371,0.489,1
"RCOR3",0.000168549577285922,-0.380145332843829,0.551,0.662,1
"CDH6",0.000174161666801131,-0.265168407776089,0.108,0.196,1
"PPIP5K2",0.000180507281996569,-0.333598494577417,0.466,0.591,1
"ALCAM",0.000194845637233273,-0.389322113477251,0.906,0.933,1
"SLC25A34",0.000196348985471231,-0.404367601265172,0.21,0.324,1
"UNC79",0.000198854204618563,-0.277951314290321,0.493,0.618,1
"CDCP1",0.000202848755874643,-0.51146151477617,0.667,0.809,1
"EIF2S3",0.00021345999651712,-0.323130296670918,0.838,0.858,1
"EML4",0.000217610018127076,-0.36360783294109,0.511,0.636,1
"KMT2C",0.000224297916373991,-0.303615287174872,0.724,0.849,1
"KCNK16",0.00022786918767881,0.266019013134237,0.734,0.689,1
"KLHL42",0.000233210459165866,-0.286587230423549,0.586,0.711,1
"SORL1",0.000245398531285205,-0.367345123188248,0.9,0.947,1
"SOD2",0.00024747690054474,-0.345027927024606,0.464,0.564,1
"ISL1",0.000250541591872984,-0.266520669969544,0.54,0.631,1
"NDUFA3",0.000253862465332411,-0.440691853871852,0.915,0.938,1
"ZBTB44",0.000258661313868879,-0.323928439128645,0.272,0.396,1
"NAV1",0.000269859391050658,-0.26688286296728,0.534,0.684,1
"ZBED3",0.000274064240949119,-0.356363618152338,0.26,0.387,1
"LINC01578",0.000274094248649637,-0.342805832229171,0.691,0.773,1
"RGL3",0.000280001138918101,-0.329086128418523,0.316,0.467,1
"PRG4",0.000308358879097983,-0.490156930388636,0.087,0.169,1
"STRN3",0.000313453013366832,-0.47150696806776,0.62,0.667,1
"ATP5PF",0.000319350910839767,-0.380461645463403,0.957,0.973,1
"TMEM132B",0.000323563361415526,-0.32867426745703,0.166,0.267,1
"TACC2",0.000324919917910872,-0.316082878865828,0.303,0.431,1
"ACTG1",0.000334759730877966,0.300070817657198,0.983,0.969,1
"ABCA5",0.000335195728112546,-0.349725491892961,0.763,0.831,1
"LNPK",0.000352610259419738,-0.476551632865341,0.532,0.627,1
"MDM2",0.000355937724828624,-0.270765314348223,0.511,0.618,1
"C1orf127",0.000363377016682753,0.266178534885532,0.702,0.649,1
"IFITM3",0.000371850514852005,-0.518953403998237,0.131,0.213,1
"TUBGCP2",0.000377092328210931,0.259174002495091,0.545,0.476,1
"HNRNPH1",0.000391996073607656,-0.534652208034641,0.933,0.969,1
"SMARCA1",0.000393756319383833,-0.274367775003074,0.549,0.684,1
"SERPINA1",0.000413525698102767,-0.564750740638741,0.269,0.369,1
"CCL2",0.00041611711013557,-0.271852608453513,0.111,0.187,1
"BAG4",0.000417746115574717,-0.44853912025707,0.292,0.387,1
"KRT10",0.000421487620646213,-0.281498786143334,0.826,0.716,1
"COX15",0.000456792117411492,-0.35433848833095,0.306,0.422,1
"UAP1",0.000473196420887334,0.257616026421125,0.443,0.369,1
"MARVELD2",0.000474058339006688,-0.258971194042615,0.403,0.524,1
"BROX",0.000486865550634473,-0.487333685568951,0.645,0.711,1
"REV3L",0.000544833797625635,-0.257685256545595,0.499,0.618,1
"CIART",0.000562174965201084,0.273115691885152,0.371,0.28,1
"THUMPD1",0.000590389410459019,-0.315096253630128,0.515,0.622,1
"SUGP2",0.000615913890763738,-0.324093424215843,0.415,0.578,1
"PLSCR1",0.000615975376884106,-0.257372029011409,0.463,0.369,1
"CACNA2D1",0.000620393129861099,-0.460222941353353,0.459,0.609,1
"CHD9",0.000623726614356907,-0.38604104582733,0.771,0.849,1
"ZNF330",0.000626222137945962,0.260233599183228,0.515,0.431,1
"KRAS",0.00062852807259926,-0.25596310451202,0.399,0.502,1
"CTNNB1",0.000642043958223194,-0.29968360588965,0.891,0.898,1
"MAPK10",0.000667915706949329,-0.350415714441006,0.608,0.711,1
"CRELD1",0.000679066538457765,0.254076139243337,0.498,0.418,1
"RPLP2",0.000680711280159749,-0.347654669891687,0.986,1,1
"CRYBA2",0.000691352586470708,0.360853598594111,0.617,0.573,1
"MATR3.1",0.000693445645497429,-0.255311004227446,0.329,0.444,1
"TRIP11",0.000720903125818814,-0.250693462100099,0.655,0.729,1
"INO80D",0.000732697250742134,-0.444924923619935,0.399,0.498,1
"OTULINL",0.000739753662862975,0.293102085750495,0.653,0.622,1
"CHORDC1",0.000750447652157203,-0.282162715081534,0.454,0.578,1
"PRKD3",0.000788866183895187,-0.257824672321952,0.415,0.529,1
"MAP1B",0.00085432211843089,-0.259155221406416,0.979,0.991,1
"COMMD1",0.000854653561416133,-0.357973551639657,0.425,0.547,1
"ZNF483",0.000861943575542134,-0.833421674974909,0.908,0.836,1
"PPP1R9A",0.000922108126671166,-0.299429080894093,0.536,0.662,1
"FKBP3",0.000946765236881585,-0.3159161776724,0.683,0.742,1
"ATM",0.00096710086925502,-0.273450805263151,0.433,0.538,1
"PAIP2B",0.00101608362421414,-0.453021985227106,0.211,0.307,1
"SCAPER",0.00103758502453486,-0.274759732375515,0.489,0.6,1
"CXCL1",0.00108244446748388,-0.258259646637292,0.09,0.16,1
"SRSF3",0.00111432004124469,-0.386671379200527,0.878,0.893,1
"SMAD2",0.00112173501663186,-0.517789750028091,0.514,0.627,1
"IARS",0.00112355141464959,0.286608057427939,0.703,0.658,1
"UGDH",0.00112914224672486,0.263823287560581,0.589,0.524,1
"PPP3CB",0.00118604559787496,-0.257637598202638,0.415,0.529,1
"EMP2",0.00119264426828091,-0.369226397543647,0.587,0.684,1
"CBX5",0.00122333926570597,-0.380688553056346,0.721,0.764,1
"FDFT1",0.00143193533293817,-0.312457460274485,0.683,0.8,1
"ZDHHC2",0.00144895100561185,-0.388080765165812,0.761,0.769,1
"ATP6V0E1",0.00147772665902591,-0.402050465497135,0.959,0.978,1
"CADM1",0.00151545500463012,-0.321223185013292,0.931,0.92,1
"WDR43",0.00154549613766509,0.280613370569048,0.715,0.671,1
"PON2",0.00158321079404856,-0.400905781477012,0.616,0.707,1
"ARF6",0.00161625061849272,-0.345781846762139,0.631,0.693,1
"CLCN3",0.00163205683649048,-0.312090305270966,0.687,0.796,1
"IAPP",0.00170972092253596,0.269752826395199,0.962,0.929,1
"YLPM1",0.00176652235677554,-0.311799553394788,0.503,0.609,1
"THOC2",0.00183303835602031,-0.284520802921961,0.654,0.764,1
"TXNDC17",0.00195123437330246,-0.291327656525282,0.707,0.72,1
"PARP2",0.00196957050871664,0.253229728520789,0.446,0.364,1
"CCDC7",0.00202372125775193,-0.264979716715098,0.269,0.36,1
"SSBP1",0.00206980796304249,-0.276071308932251,0.79,0.849,1
"DZIP3",0.00210045324779244,-0.306223259971353,0.661,0.76,1
"PPP2CB",0.00212355151023611,0.258528044497713,0.651,0.64,1
"MT2A",0.00228517883144554,0.596795044184589,0.578,0.507,1
"REG3A",0.00228951900321138,-0.901348297239114,0.145,0.213,1
"AL451165.2",0.00229941220974262,-0.285169759965317,0.208,0.302,1
"ZBED5-AS1",0.0023969518946661,-0.290090856992849,0.422,0.493,1
"CXCL2",0.0024649595011124,-0.264236738331873,0.136,0.209,1
"SYT13",0.00249532193482028,-0.295503119899251,0.798,0.827,1
"NOP10",0.00255695251500152,-0.323952349752949,0.824,0.916,1
"MRPS21",0.00267405550045244,-0.333960378944987,0.798,0.871,1
"STRBP",0.00275578530367152,-0.3109098052039,0.331,0.427,1
"HACD3",0.00289371805584852,-0.306824910262977,0.806,0.871,1
"PDE10A",0.0029832890155222,-0.278478453464159,0.221,0.324,1
"UBL5",0.00303924975286903,-0.309664828251785,0.977,0.978,1
"GADD45GIP1",0.0030624557540262,-0.278343127284183,0.716,0.591,1
"BEX3",0.00309831036736979,-0.288305921420401,0.923,0.964,1
"SERPING1",0.00315298863108877,-0.384907502378745,0.098,0.156,1
"USP2",0.00320324584666003,-0.293206546579879,0.733,0.76,1
"PRXL2A",0.00323148810843337,-0.291535111024847,0.84,0.791,1
"AC113383.1",0.00323888770523827,-0.2945891265775,0.093,0.16,1
"SUMF1",0.00324573994484416,0.330003969346529,0.411,0.373,1
"ZC3HAV1",0.00330884180402446,-0.26551140741709,0.545,0.658,1
"PCNT",0.00342057060364778,-0.270670480542021,0.51,0.6,1
"PSME1",0.00350713024477577,-0.359862228678745,0.802,0.853,1
"TENT5A",0.00379982553995181,-0.621669450230849,0.621,0.644,1
"SLC41A2",0.00393836253633841,-0.470277951434455,0.389,0.467,1
"HINT1",0.00411302664332762,-0.432817073624173,0.99,0.982,1
"NFX1",0.00414898758760542,0.274519615772542,0.52,0.453,1
"ST8SIA3",0.00418267848591551,-0.28455692086288,0.522,0.622,1
"HSPB11",0.00419145731316581,-0.40689693344452,0.639,0.742,1
"SLC39A9",0.00431753429923627,-0.499192558065023,0.7,0.733,1
"IRF2BP2",0.00441022030509378,-0.305595329935882,0.811,0.827,1
"MIR99AHG",0.00478652051632771,-0.25450186918554,0.171,0.249,1
"NORAD",0.00486776029660939,-0.330748305253265,0.843,0.893,1
"SNHG14",0.00487333360060572,-0.342169991247601,0.838,0.893,1
"MICOS13",0.00487677998898232,-0.262537042976398,0.825,0.778,1
"TCEAL4",0.00497689601224774,-0.285201539780106,0.808,0.849,1
"C3",0.00505107812411335,-0.269265001216369,0.118,0.173,1
"ZNF213-AS1",0.00551420302640866,-0.31096426733819,0.313,0.387,1
"RPS28",0.00552749055815362,-0.345497251270043,0.951,0.951,1
"COPG1",0.00554791093533924,0.265496375598924,0.71,0.711,1
"KIDINS220",0.00562492382405649,-0.426927743478254,0.591,0.662,1
"MIER1",0.00563306003216207,-0.415148742199407,0.757,0.751,1
"PSMA3-AS1",0.00580054881132264,-0.332431753516393,0.709,0.769,1
"RPL9",0.006120233000495,0.271700985606626,0.949,0.996,1
"GTF2H5",0.00613437223995589,-0.316863271640423,0.497,0.613,1
"COX7A2",0.00618839499740726,-0.299713516970723,0.989,0.991,1
"RBM25",0.00626893672407561,-0.292609518400329,0.795,0.849,1
"TMTC3",0.0067424209659272,-0.355480565882902,0.536,0.604,1
"SORT1",0.00677232329011174,-0.366508677600295,0.57,0.711,1
"SLIRP",0.00680084299092109,-0.388759181733146,0.968,0.982,1
"DDX59",0.00704448624289357,-0.316000804131849,0.149,0.227,1
"TOMM7",0.0073002393088645,-0.317400656947443,0.962,0.964,1
"TLK1",0.00760663095585327,-0.662966268882147,0.853,0.827,1
"SYT14",0.00852768276171465,-0.467753492623755,0.69,0.68,1
"SNX27",0.00853454470777647,-0.261063310807543,0.456,0.551,1
"NUP155",0.00858332835843642,-0.254274273031239,0.33,0.4,1
"WSB1",0.00864788331560674,-0.351212117731867,0.787,0.844,1
"PPP2R5C",0.00869807341773593,-0.33456299387535,0.83,0.884,1
"COX7B",0.00880503093520211,-0.268070180663641,0.954,0.938,1
"SDC4",0.00927414363804549,-0.291234417407344,0.318,0.387,1
"BPTF",0.00955631230818432,-0.33621211743743,0.751,0.822,1
"WASF3",0.009649156406108,-0.273581647517369,0.323,0.382,1
"RPS27",0.00970221076765769,-0.324593504002908,0.993,1,1
"C11orf1",0.00998672899474583,-0.432761468088887,0.5,0.6,1
"ATOX1",0.0100536844545163,-0.256527967394617,0.684,0.738,1
"ST3GAL5",0.0102071866397694,-0.326454322082035,0.416,0.507,1
"ELOB",0.0104558869167643,-0.34270277016558,0.98,0.987,1
"ZBED5",0.0105779230821111,-0.340496669853832,0.454,0.569,1
"PPP1CB",0.011170707201644,-0.622711199913191,0.985,0.991,1
"ZNF514",0.0117200154138368,-0.256796173877498,0.141,0.213,1
"LINC00662",0.0118996876989199,-0.274525722605462,0.423,0.538,1
"H2AFZ",0.0119133696173418,-0.380113811993849,0.92,0.938,1
"CD47",0.0125116698913818,-0.250597169456412,0.774,0.867,1
"TRPM7",0.0128393400444474,-0.409898339065557,0.447,0.542,1
"MRPL50",0.0129955274935441,-0.262832231429389,0.641,0.6,1
"CNP",0.0134906553357855,-0.316643574432387,0.709,0.733,1
"ETNK1",0.0139505004243728,-0.495785580141516,0.833,0.813,1
"PAN3",0.0140533132517495,-0.429196179346124,0.534,0.56,1
"SEZ6L",0.0140908451544012,-0.285411839343778,0.601,0.689,1
"DUSP5",0.0141549005138732,-0.301161768385095,0.382,0.458,1
"TSPYL1",0.014504479281572,-0.453240675829319,0.937,0.911,1
"XRCC5",0.0146340522532584,-0.352878154710015,0.86,0.862,1
"DYNLL1",0.0150765772440018,-0.41469629832202,0.93,0.947,1
"ADCYAP1",0.0152257327084107,-0.253165546501271,0.8,0.782,1
"EFCAB14",0.0152824597874347,-0.331000981795767,0.523,0.658,1
"PRKCA",0.0154832207703391,-0.386515987840496,0.386,0.453,1
"CDK2AP1",0.0156721678093185,-0.532640128449538,0.56,0.636,1
"NISCH",0.0157864530386982,-0.398555727976722,0.675,0.822,1
"CAPZA1",0.0158396117951873,-0.488496873822748,0.847,0.862,1
"TMEM131",0.0159998188071745,-0.408430482242975,0.344,0.453,1
"TRA2A",0.0175964286347552,-0.342625273719121,0.914,0.902,1
"G6PC2",0.0181620797258749,0.369716882149197,0.722,0.871,1
"TMEM176B",0.0184077343732372,-0.313661144464996,0.478,0.573,1
"SLC39A10",0.0187945399511987,-0.28448591503273,0.292,0.36,1
"NSD3",0.0196103820678467,-0.346788298619783,0.67,0.729,1
"MPP6",0.0196505009917669,-0.384446876995936,0.737,0.756,1
"DCX",0.0203212079382779,-0.28431670165025,0.137,0.196,1
"KCTD10",0.0206702636770883,0.256531112479027,0.266,0.2,1
"RRP36",0.0214135782115609,-0.269647558195462,0.359,0.44,1
"DLK1",0.021770694973516,0.47110992441628,0.659,0.622,1
"AP4B1",0.022452217955376,-0.253634196986366,0.171,0.24,1
"HNRNPU",0.0232164743016558,-0.279157955776206,0.84,0.853,1
"THAP5",0.0233862954472363,-0.487310812267806,0.757,0.742,1
"FAM76A",0.0237039263290116,-0.439949665511981,0.684,0.649,1
"AC006978.1",0.0237526114218454,-0.294032538519179,0.136,0.196,1
"ZNF271P",0.0239111745303133,-0.332153092754154,0.63,0.667,1
"REG1A",0.0241678531781344,-1.16178502701921,0.364,0.409,1
"MAP2",0.0243885818527376,-0.304895790989815,0.733,0.796,1
"TFRC",0.0253205407954245,-0.405732875190628,0.53,0.582,1
"MMP16",0.0254905155213472,-0.285890664105065,0.094,0.142,1
"CHGB",0.0267223817158545,-0.385021145025208,0.994,0.987,1
"GPX2",0.0276162995133786,-0.253915035745695,0.414,0.507,1
"MARCH6",0.0300102177537744,-0.437440279661423,0.955,0.911,1
"MNX1",0.0302464618965636,-0.372973418716025,0.257,0.338,1
"MPHOSPH8",0.0304164175451399,-0.347005600354609,0.826,0.88,1
"UHMK1",0.0304432602367068,-0.263276457769415,0.46,0.538,1
"MRPS33",0.0307524656371394,-0.270208414580318,0.679,0.778,1
"ZNF562",0.032010492749004,-0.385992855062467,0.408,0.462,1
"USP34",0.0329291106763776,-0.282048641596084,0.566,0.644,1
"SEM1",0.0332406649454436,-0.288583117966619,0.948,0.933,1
"PHACTR2",0.0332816093219301,-0.571350566420177,0.749,0.738,1
"LCN2",0.0335990215135732,-0.460307157411808,0.156,0.196,1
"NAA38",0.0336300779344797,-0.282429457410141,0.897,0.916,1
"SFPQ",0.0352156058624859,-0.262621133931621,0.747,0.836,1
"HLA-B",0.0368516206072558,-0.470286605756387,0.891,0.893,1
"C2orf68",0.037305950484542,-0.260452678174862,0.647,0.684,1
"TMEM258",0.0389458076045561,-0.304159296003887,0.955,0.951,1
"LEPROTL1",0.0442169282464081,-0.32330669574222,0.502,0.573,1
"CCDC90B",0.0473492926260592,-0.336512322675101,0.466,0.516,1
"VPS13C",0.0486811823961023,-0.328423982995605,0.809,0.853,1
"ATL3",0.0489945681343107,-0.26638618158319,0.417,0.484,1
"ZNF263",0.0500899638590543,-0.402512272764264,0.216,0.289,1
"IGSF11",0.0514984357678893,-0.26348111007276,0.164,0.213,1
"ZNF721",0.0522064679878456,-0.267271547614229,0.385,0.458,1
"N4BP2L2",0.0529023115017149,-0.252250339289499,0.82,0.836,1
"ZMIZ1",0.0540069896017744,-0.27703065809003,0.62,0.711,1
"SETD5",0.0545593603284829,-0.267222752429183,0.56,0.64,1
"TMEM33",0.0592052657162169,-0.355863898629539,0.817,0.782,1
"NAP1L1",0.0617416520436475,-0.268670415198227,0.905,0.947,1
"SCNM1",0.0678575268614147,-0.286831252985855,0.354,0.427,1
"MLXIPL",0.0707641375730092,-0.312588353099168,0.816,0.867,1
"ZNF175",0.0730074246145319,-0.302734811166729,0.129,0.178,1
"C15orf48",0.0740727029981827,-0.334702195225262,0.482,0.524,1
"PHC3",0.0759219552698282,-0.412162276641503,0.622,0.636,1
"UQCRQ",0.0765730314761215,-0.441016024621278,0.992,0.996,1
"SPINK1",0.0769355354072681,-1.03441934574236,0.231,0.262,1
"CCND2",0.0782457696891092,-0.297647274867274,0.599,0.613,1
"AC005261.1",0.0783610465387297,-0.296593091149143,0.41,0.467,1
"MAST3",0.0786925579068451,-0.326190786300604,0.375,0.413,1
"PTPN4",0.0817609895508455,-0.272027118624911,0.402,0.449,1
"AEBP2",0.0847340424440356,-0.570924092949184,0.546,0.538,1
"MMP7",0.0940360206988958,-0.568597104704102,0.144,0.169,1
"TACSTD2",0.098527100364255,-0.278214212629686,0.167,0.2,1
"SAMD8",0.0995474976405065,-0.353325811216945,0.54,0.56,1
"REG1B",0.105097521844437,-0.667423027109901,0.216,0.249,1
"PPP6R3",0.113256969934412,-0.300457800184184,0.748,0.769,1
"AMPD2",0.113281717316533,-0.263270345329952,0.641,0.573,1
"H2AFV",0.120651808564361,-0.318281154139245,0.651,0.693,1
"RBP1",0.129435316494218,-0.337089847331715,0.782,0.831,1
"LIMS1",0.132050217557412,-0.26640299766793,0.405,0.48,1
"ZNF518B",0.133019707452046,-0.266926846076978,0.279,0.32,1
"CD44",0.135069568521417,-0.254796703588056,0.56,0.498,1
"GSTO1",0.141131100846141,-0.300037083877774,0.774,0.831,1
"VGF",0.141947936462623,-0.566537437592915,0.636,0.636,1
"GPATCH11",0.146618787354245,-0.258396520183544,0.256,0.307,1
"AGT",0.147615291954057,-0.344798864843499,0.185,0.227,1
"RBM4",0.151768301411005,-0.351484997258509,0.57,0.618,1
"PTK2",0.152660907672432,-0.405221875041805,0.684,0.724,1
"ANKRD10",0.161213397559845,-0.262194153569284,0.768,0.787,1
"AL035071.1",0.16136179640322,-0.258043841973706,0.608,0.618,1
"ADGRG1",0.166482409822211,-0.25646585699302,0.687,0.831,1
"SPIN1",0.184220966132043,-0.269580941448628,0.575,0.6,1
"AL158206.1",0.187062262968857,-0.353522153694367,0.137,0.164,1
"TMEM242",0.189561744770402,-0.340197021441813,0.514,0.502,1
"GPX3",0.202682604453808,0.305010685263248,0.752,0.827,1
"ELMOD2",0.210220927646156,-0.485517876466328,0.252,0.298,1
"SF1",0.2208890351615,-0.26553342721552,0.697,0.698,1
"CDKN1A",0.222453026396469,-0.318826795113734,0.699,0.711,1
"FAM104B",0.223459692003477,-0.254114737059293,0.314,0.364,1
"VMA21",0.226866710258727,-0.398900442281616,0.54,0.564,1
"PARP8",0.234138278771604,-0.271975353921763,0.328,0.298,1
"CPD",0.242704967811538,-0.295566058462831,0.649,0.689,1
"TXLNA",0.243540317971975,-0.338809121565814,0.749,0.787,1
"PRSS1",0.243973027263232,-0.530436127756153,0.313,0.324,1
"ST20-AS1",0.245025322411535,-0.257102653357796,0.103,0.133,1
"XPO6",0.245837351318118,-0.455299256248621,0.343,0.316,1
"TRAPPC2",0.246417473498363,-0.437847183587296,0.448,0.484,1
"PUM2",0.247257644209194,-0.349608346802877,0.5,0.507,1
"SFT2D2",0.259690846849752,-0.316908947393503,0.634,0.622,1
"FAU",0.26283183066252,-0.295132623983109,0.977,0.987,1
"NDUFA12",0.268623247818034,-0.457710739310073,0.875,0.902,1
"PABPC1",0.275683574306018,-0.350616515973746,0.937,0.929,1
"PFKFB2",0.278280505838487,-0.650576064325564,0.894,0.747,1
"WWP1",0.279707484789557,-0.311225403573382,0.241,0.271,1
"LINC00643",0.288804700458403,-0.355593277149671,0.66,0.676,1
"RMND5A",0.311286817288315,-0.272818896782213,0.726,0.653,1
"DMKN",0.325349707677901,-0.250338467181379,0.56,0.538,1
"SETD2",0.325411336999,-0.30840928494137,0.517,0.56,1
"SET",0.336248885935316,-0.259515616442074,0.945,0.92,1
"CDK16",0.338893371045696,-0.273891832392894,0.375,0.351,1
"ARRDC3",0.343122106288971,-0.253345809291548,0.598,0.587,1
"RAB21",0.343641463782119,-0.424609752155392,0.799,0.782,1
"MT-ATP6",0.368493890922844,-0.331839243774496,1,1,1
"PRSS2",0.370344659395492,-0.920208423054481,0.337,0.351,1
"CPA1",0.379591434285199,-0.258588037609208,0.202,0.222,1
"RETREG2",0.379776284645607,-0.261397167637203,0.648,0.644,1
"POLR2G",0.389668825572145,-0.299784616539828,0.567,0.622,1
"MIEN1",0.428299485401095,0.318307353709201,0.802,0.76,1
"CPA2",0.432413041275092,-0.256768431872306,0.176,0.147,1
"ENTPD4",0.439818441295834,-0.261216733017395,0.398,0.444,1
"ANKRD17",0.466055249576086,-0.251532353017893,0.692,0.747,1
"PPY",0.473335599514359,-2.63067080287128,0.317,0.329,1
"YTHDC2",0.47496655269044,-0.261845583131536,0.449,0.431,1
"FAM171B",0.483219838153863,-0.325938566962692,0.82,0.791,1
"MANF",0.486929194999248,-0.489287081363064,0.486,0.471,1
"KMT2A",0.487562917053442,-0.295759388037144,0.674,0.702,1
"NECAB1",0.495977435205134,-0.371103486185888,0.298,0.293,1
"C6orf89",0.498642909903624,-0.274243997542183,0.628,0.68,1
"FNIP1",0.528136412822683,-0.255020622840279,0.79,0.738,1
"VAMP4",0.530464034037028,-0.252386011036715,0.418,0.449,1
"SLC4A10",0.614580186133106,-0.258608815540352,0.563,0.556,1
"CKB",0.614718159991092,-0.345436099466917,0.682,0.724,1
"DCTPP1",0.67910682044365,-0.345574391298826,0.278,0.267,1
"HLA-A",0.689016002819498,-0.313544399902044,0.953,0.924,1
"C19orf53",0.716372540837663,-0.66362628380424,0.823,0.796,1
"CXADR",0.728022136095355,-0.256549952253115,0.572,0.502,1
"ROMO1",0.742347092413337,-0.28963597908998,0.957,0.978,1
"ZDHHC9",0.74727132983738,-0.297388261316873,0.238,0.236,1
"SAR1B",0.749936836363887,-0.310122672809166,0.891,0.84,1
"BCAR1",0.752321641231876,-0.258038431445343,0.345,0.356,1
"COX8A",0.761368211322171,-0.346190257151813,0.96,0.924,1
"SST",0.768725865331406,0.707127739467078,0.484,0.533,1
"CALD1",0.772057494258305,-0.438687968298413,0.515,0.511,1
"MIR7-3HG",0.774255418989059,-0.372938574966883,0.832,0.898,1
"TICAM1",0.817912799827148,-0.649142677036561,0.159,0.16,1
"ANP32E",0.828489547446181,-0.302885178829211,0.777,0.684,1
"RPL36AL",0.847340342970666,-0.458493233425366,0.98,0.987,1
"MT1X",0.847762985033801,0.493316310135875,0.59,0.644,1
"GCNT4",0.883811281420682,-0.250330880436244,0.466,0.436,1
"DDAH1",0.897088340284258,-0.281574164798702,0.39,0.387,1
"DYNC2H1",0.933937584021441,-0.436628382240732,0.42,0.436,1
"CTRB2",0.938978783493382,-0.658843094037124,0.282,0.262,1
"GDAP2",0.939766611410363,-0.284885139266394,0.26,0.262,1
"RICTOR",0.969467528137489,-0.318922001165165,0.541,0.511,1
