,GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
Gm2848,Gm2848,0.081370785,-0.006428846,0.030097983,-0.213597232,0.830861158,NaN,Low
Syk,Syk,77.29668285,0.4385688,0.133131158,3.294261132,0.000986808,0.004891026,OK
BB123696,BB123696,0.073206709,0.021170021,0.030075461,0.703896819,0.481497032,NaN,Low
Auh,Auh,1038.202129,0.230245658,0.047650223,4.83199537,1.35E-06,2.08E-05,OK
Nfil3,Nfil3,587.1077363,-0.045166778,0.148903635,-0.303328916,0.761639212,0.840233637,OK
Ror2,Ror2,797.7531489,-0.182878106,0.063809491,-2.866001662,0.004156921,0.01576925,OK
Sptlc1,Sptlc1,1060.761056,0.142161439,0.031607639,4.497692459,6.87E-06,8.36E-05,OK
Gm2762,Gm2762,10.32372914,0.020867859,0.162393576,0.128501753,0.897751911,0.935628582,OK
Msx2,Msx2,0,NaN,NaN,NaN,NaN,NaN,Low
9530014B07Rik,9530014B07Rik,0,NaN,NaN,NaN,NaN,NaN,Low
4930555G21Rik,4930555G21Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Drd1,Drd1,1.448871246,-0.116380157,0.115520817,-1.007438829,0.31372394,NaN,Low
Sfxn1,Sfxn1,1751.251129,-0.035104357,0.040482696,-0.867144746,0.385862706,0.522342088,OK
Hrh2,Hrh2,7.432879528,-0.133677058,0.163592821,-0.817132785,0.413852549,NaN,Low
Cplx2,Cplx2,18759.16224,0.227499709,0.07097517,3.205342245,0.00134902,0.006251655,OK
Thoc3,Thoc3,766.1991246,0.0075923,0.045079468,0.168420348,0.866252601,0.915273772,OK
Simc1,Simc1,446.9359586,0.058717167,0.051093767,1.149204114,0.250471825,0.381643615,OK
4833439L19Rik,4833439L19Rik,5664.314102,0.136300126,0.048777612,2.794317305,0.005200942,0.018871245,OK
Arl10,Arl10,228.9719456,0.072803768,0.074886948,0.972182336,0.330959846,0.467713044,OK
Nop16,Nop16,350.7604278,-0.095576315,0.077152459,-1.238798038,0.215420301,0.341825385,OK
Higd2a,Higd2a,717.5880945,0.054171165,0.053776455,1.007339839,0.313771491,0.449987695,OK
Cltb,Cltb,3519.401013,-0.258590738,0.058631022,-4.410476392,1.03E-05,0.000116038,OK
Faf2,Faf2,2317.384346,-0.000493381,0.03070779,-0.016066978,0.987180958,0.991721875,OK
Rnf44,Rnf44,2073.163934,-0.088106165,0.042952388,-2.051251868,0.040242425,0.092995554,OK
Cdhr2,Cdhr2,282.2205866,-0.227345213,0.090236666,-2.519432775,0.011754408,0.035851563,OK
Gprin1,Gprin1,1157.788595,0.027521543,0.060801775,0.452643742,0.650805296,0.755098827,OK
Sncb,Sncb,584.3785805,0.057322263,0.106924681,0.536099452,0.591889819,0.706989497,OK
Eif4e1b,Eif4e1b,0,NaN,NaN,NaN,NaN,NaN,Low
Tspan17,Tspan17,369.6804294,-0.006044445,0.068111834,-0.088742951,0.929286197,0.956395301,OK
Unc5a,Unc5a,1854.2375,-0.010182834,0.069630021,-0.146242013,0.883730341,0.926913078,OK
Hk3,Hk3,45.38246357,0.086190589,0.137169089,0.628352855,0.529772814,0.656088582,OK
Uimc1,Uimc1,771.0114799,0.018047376,0.060712746,0.297258439,0.766269209,0.843433215,OK
Zfp346,Zfp346,749.0415297,0.153293961,0.058220054,2.633009583,0.008463196,0.027744845,OK
Fgfr4,Fgfr4,37.59542622,0.261148481,0.14021188,1.862527499,0.062528773,0.130890062,OK
Nsd1,Nsd1,2836.905442,0.013053455,0.041356222,0.315634614,0.752279862,0.834256357,OK
Rab24,Rab24,828.55157,-0.06933787,0.044454648,-1.559743987,0.118820393,0.216164192,OK
Prelid1,Prelid1,2058.884623,0.050507481,0.105177642,0.480211196,0.631077227,0.739154396,OK
Mxd3,Mxd3,2.637760663,-0.011776952,0.144183123,-0.081680519,0.93490077,NaN,Low
Lman2,Lman2,9105.023441,-0.277057362,0.041311059,-6.706614884,1.99E-11,1.31E-09,OK
Rgs14,Rgs14,3.730092796,0.226505262,0.154045063,1.470383125,0.141458019,NaN,Low
Slc34a1,Slc34a1,6.058607963,-0.34942491,0.161749208,-2.16028823,0.030750364,NaN,Low
Pfn3,Pfn3,0,NaN,NaN,NaN,NaN,NaN,Low
F12,F12,0.77379192,0.068104022,0.08532122,0.798207317,0.424750192,NaN,Low
Grk6,Grk6,767.6447016,0.049237851,0.043827043,1.123458192,0.261242947,0.393264957,OK
Mir6943,Mir6943,0,NaN,NaN,NaN,NaN,NaN,Low
Prr7,Prr7,33.7180787,-0.326086458,0.162566072,-2.005870311,0.044870087,0.101058687,OK
Dbn1,Dbn1,289.4315421,0.080772706,0.082140484,0.983348319,0.325436037,0.461901633,OK
Mir6944,Mir6944,0,NaN,NaN,NaN,NaN,NaN,Low
Pdlim7,Pdlim7,397.9916936,-0.033188686,0.094434709,-0.351445846,0.725253893,0.813862517,OK
Mir6945,Mir6945,0.893045376,-0.003980202,0.081070868,-0.049095345,0.960843313,NaN,Low
Dok3,Dok3,38.71284704,-0.103338955,0.147889575,-0.698757539,0.484703568,0.615906575,OK
Ddx41,Ddx41,2312.59023,-0.072471274,0.037245527,-1.945771174,0.051682233,0.112639924,OK
Fam193b,Fam193b,1234.598112,-0.277807856,0.08579034,-3.238218371,0.001202787,0.005719045,OK
Tmed9,Tmed9,6065.660735,-0.331869893,0.060788913,-5.459381959,4.78E-08,1.15E-06,OK
B4galt7,B4galt7,347.988522,-0.048729921,0.063250036,-0.770433101,0.441043025,0.576342576,OK
Caml,Caml,464.5612415,0.001207576,0.057989423,0.020824075,0.983385993,0.989498894,OK
Ddx46,Ddx46,1834.565038,-0.067223683,0.040793562,-1.647899306,0.099373336,0.188122968,OK
B230219D22Rik,B230219D22Rik,2035.862366,0.116576571,0.048667969,2.395344909,0.016604737,0.046972524,OK
Txndc15,Txndc15,934.4380051,0.203530612,0.06566839,3.09936961,0.001939329,0.008398876,OK
Pcbd2,Pcbd2,212.5629011,0.122129781,0.063725935,1.916484726,0.055303426,0.118875149,OK
Catsper3,Catsper3,5.365887172,-0.151066517,0.155939847,-0.968748655,0.33267061,NaN,Low
Pitx1,Pitx1,0.086628154,-0.018958939,0.031448456,-0.60285754,0.546603465,NaN,Low
H2afy,H2afy,3240.127177,-0.0506593,0.035101332,-1.443230164,0.148955645,0.258366159,OK
Tifab,Tifab,36.13713783,0.246716574,0.133560001,1.847233993,0.064713235,0.134297043,OK
4930550C17Rik,4930550C17Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Neurog1,Neurog1,0,NaN,NaN,NaN,NaN,NaN,Low
Cxcl14,Cxcl14,46.34054858,0.0024526,0.148030523,0.016568208,0.986781088,0.991392551,OK
Gm10782,Gm10782,0,NaN,NaN,NaN,NaN,NaN,Low
Slc25a48,Slc25a48,1.106134229,0.037033228,0.087152866,0.424922659,0.670893056,NaN,Low
Il9,Il9,0,NaN,NaN,NaN,NaN,NaN,Low
Fbxl21,Fbxl21,96.16019267,0.366460954,0.112810704,3.248459071,0.001160319,0.005572366,OK
Lect2,Lect2,0,NaN,NaN,NaN,NaN,NaN,Low
Tgfbi,Tgfbi,752.5831959,0.182162359,0.084230207,2.162672595,0.03056637,0.075359037,OK
Smad5,Smad5,1405.458122,0.13189468,0.05161902,2.555156598,0.010614003,0.03318293,OK
Trpc7,Trpc7,27.06388077,-0.590328743,0.142124777,-4.153594862,3.27E-05,0.000298226,OK
Spock1,Spock1,1355.358278,0.289635446,0.102518279,2.825207837,0.004724996,0.017435983,OK
Klhl3,Klhl3,36.2259245,0.19007959,0.127849016,1.486750516,0.137080715,0.242335033,OK
Mir874,Mir874,0,NaN,NaN,NaN,NaN,NaN,Low
Hnrnpa0,Hnrnpa0,905.565581,-0.189371919,0.096832203,-1.955670871,0.050503938,0.110639619,OK
1700066J03Rik,1700066J03Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Idnk,Idnk,325.0601233,0.214286844,0.088146241,2.431037808,0.015055643,0.043607931,OK
Ubqln1,Ubqln1,2946.352414,-0.034439775,0.031954138,-1.077787651,0.281128532,0.415572929,OK
Gkap1,Gkap1,327.9640306,0.092726339,0.062425944,1.485381456,0.137442805,0.242850335,OK
Kif27,Kif27,31.18593703,0.170338969,0.140559301,1.211865505,0.225563869,0.353799962,OK
Mir6369,Mir6369,0,NaN,NaN,NaN,NaN,NaN,Low
2210016F16Rik,2210016F16Rik,1012.092942,0.010087569,0.036632963,0.275368651,0.783033026,0.856146806,OK
Hnrnpk,Hnrnpk,9806.734813,-0.023963804,0.033020379,-0.725727733,0.468005697,0.601184799,OK
Mir7-1,Mir7-1,0.699067099,-0.065173791,0.092323289,-0.705930132,0.480231588,NaN,Low
Rmi1,Rmi1,222.6100899,0.217864284,0.087876124,2.479220456,0.01316699,0.03924552,OK
Slc28a3,Slc28a3,9.146767291,-0.120393603,0.156672038,-0.768443458,0.44222377,NaN,Low
4930455J16Rik,4930455J16Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Ntrk2,Ntrk2,4736.821573,0.127023406,0.052774903,2.406890372,0.016088999,0.045803545,OK
Agtpbp1,Agtpbp1,1390.865497,0.183400475,0.054447729,3.368376919,0.000756121,0.003952688,OK
A230056J06Rik,A230056J06Rik,0.686076613,-0.047010556,0.083577457,-0.562478899,0.573789776,NaN,Low
Naa35,Naa35,1268.04525,0.116270256,0.041458852,2.804473587,0.005039882,0.018375966,OK
Golm1,Golm1,795.4181504,0.322887573,0.058560141,5.51377726,3.51E-08,8.69E-07,OK
4921517D22Rik,4921517D22Rik,0.159999713,0.014948455,0.036587227,0.408570319,0.682855016,NaN,Low
Spata31d1a,Spata31d1a,0.073206709,0.021170021,0.030075461,0.703896819,0.481497032,NaN,Low
Spata31d1b,Spata31d1b,0.029656188,-0.003643991,0.029898748,-0.1218777,0.902995877,NaN,Low
Spata31d1d,Spata31d1d,0.08762896,-0.019139243,0.03154362,-0.606754787,0.544013657,NaN,Low
4930528D03Rik,4930528D03Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Isca1,Isca1,1618.182653,0.017518745,0.028733125,0.609705503,0.542056909,0.666633963,OK
Etohd2,Etohd2,104.0674807,0.422839726,0.118653511,3.563651186,0.000365732,0.002183126,OK
Zcchc6,Zcchc6,1889.827626,0.105085526,0.044938334,2.338438428,0.019364516,0.052967618,OK
A530065N20Rik,A530065N20Rik,0.343271929,0.041056478,0.055533575,0.739309109,0.45971932,NaN,Low
Gas1,Gas1,1.656327283,-0.065073847,0.124970624,-0.520713144,0.602566617,NaN,Low
Gm5084,Gm5084,0,NaN,NaN,NaN,NaN,NaN,Low
Dapk1,Dapk1,1933.997984,0.097512706,0.067542819,1.443716858,0.148818637,0.258339091,OK
BC051665,BC051665,0,NaN,NaN,NaN,NaN,NaN,Low
Ctsll3,Ctsll3,0,NaN,NaN,NaN,NaN,NaN,Low
4930486L24Rik,4930486L24Rik,4.337046271,0.117502679,0.150800551,0.779192637,0.435866247,NaN,Low
Ctla2b,Ctla2b,15.28400505,0.355053633,0.162676038,2.182581018,0.029066679,0.072701043,OK
Tpbpb,Tpbpb,0,NaN,NaN,NaN,NaN,NaN,Low
Ctla2a,Ctla2a,244.1881022,0.301603642,0.126559196,2.38310333,0.017167375,0.048234819,OK
Tpbpa,Tpbpa,0,NaN,NaN,NaN,NaN,NaN,Low
Ctsj,Ctsj,0.062850768,-0.006428845,0.030097983,-0.213597199,0.830861184,NaN,Low
Ctsq,Ctsq,0,NaN,NaN,NaN,NaN,NaN,Low
Ctsr,Ctsr,0,NaN,NaN,NaN,NaN,NaN,Low
Cts6,Cts6,0,NaN,NaN,NaN,NaN,NaN,Low
Cts8,Cts8,0,NaN,NaN,NaN,NaN,NaN,Low
Cts8-ps,Cts8-ps,0,NaN,NaN,NaN,NaN,NaN,Low
Cts7,Cts7,0,NaN,NaN,NaN,NaN,NaN,Low
Ctsm,Ctsm,0,NaN,NaN,NaN,NaN,NaN,Low
Cts3,Cts3,0,NaN,NaN,NaN,NaN,NaN,Low
BC052688,BC052688,0.21748019,0.042403037,0.045002094,0.942245855,0.346066782,NaN,Low
Zfp808,Zfp808,28.87741812,0.145915228,0.152185481,0.95879861,0.33766021,0.474310038,OK
Gm3604,Gm3604,30.1540052,0.201360037,0.159914384,1.259174008,0.207967488,0.332067385,OK
Zfp935,Zfp935,142.665654,0.363194033,0.120487087,3.014381402,0.002575039,0.010678106,OK
Zfp934,Zfp934,30.26177853,0.278079033,0.143898179,1.932470829,0.053301419,0.115328546,OK
6720489N17Rik,6720489N17Rik,22.5288693,0.262449819,0.161931947,1.620741451,0.1050731,0.196324227,OK
Mir713,Mir713,0,NaN,NaN,NaN,NaN,NaN,Low
Gm5141,Gm5141,44.23313592,0.204693735,0.158931702,1.287935213,0.197768517,0.319294613,OK
Fbp2,Fbp2,57.31838534,0.378733474,0.157257714,2.408361819,0.016024291,0.045691723,OK
Fbp1,Fbp1,526.0370067,-0.697193598,0.150702893,-4.62627879,3.72E-06,4.94E-05,OK
2010111I01Rik,2010111I01Rik,1576.91759,-0.122628578,0.053932635,-2.27373606,0.022981861,0.060616994,OK
Gm16907,Gm16907,3.473721066,-0.175331387,0.145101376,-1.208337178,0.226917594,NaN,Low
Mir23b,Mir23b,0,NaN,NaN,NaN,NaN,NaN,Low
Mir27b,Mir27b,0,NaN,NaN,NaN,NaN,NaN,Low
Mir3074-1,Mir3074-1,0,NaN,NaN,NaN,NaN,NaN,Low
Mir24-1,Mir24-1,0,NaN,NaN,NaN,NaN,NaN,Low
Fancc,Fancc,123.9616972,-0.090408201,0.086652546,-1.04334154,0.296790138,0.432486286,OK
Ptch1,Ptch1,568.1864836,0.000916658,0.050674086,0.018089292,0.985567621,0.990673934,OK
1700024I08Rik,1700024I08Rik,0.059312375,-0.012529582,0.030482764,-0.411038242,0.681044494,NaN,Low
Ercc6l2,Ercc6l2,1000.443782,-0.007433558,0.045418038,-0.163669733,0.869991146,0.917397929,OK
Hsd17b3,Hsd17b3,1.606495909,-0.178766276,0.123798618,-1.444008658,0.14873654,NaN,Low
Slc35d2,Slc35d2,104.7878993,0.153639504,0.109849763,1.398633001,0.161923065,0.274744044,OK
Zfp367,Zfp367,253.0381807,0.274258584,0.082985527,3.304896557,0.000950115,0.004748502,OK
Habp4,Habp4,1172.285326,0.090749643,0.047960125,1.892189461,0.058465742,0.124274702,OK
Cdc14b,Cdc14b,754.5790527,0.19463537,0.071444553,2.724285657,0.006444074,0.022294196,OK
1810034E14Rik,1810034E14Rik,105.5589937,0.504260141,0.128090053,3.936762673,8.26E-05,0.000637314,OK
Aaed1,Aaed1,399.9671767,0.324668581,0.064645734,5.022273899,5.11E-07,8.98E-06,OK
Ctsl,Ctsl,8476.647514,0.115823976,0.066653044,1.737714733,0.082261091,0.161953858,OK
Cdk20,Cdk20,212.2523164,-0.07411815,0.070090464,-1.057464113,0.290299824,0.42546179,OK
1190003K10Rik,1190003K10Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Cntnap3,Cntnap3,1.470708369,0.037971574,0.116021991,0.327279111,0.74345679,NaN,Low
Spata31,Spata31,0,NaN,NaN,NaN,NaN,NaN,Low
Spata31d1c,Spata31d1c,0,NaN,NaN,NaN,NaN,NaN,Low
Hiatl1,Hiatl1,913.3899825,0.219404211,0.053543812,4.097657673,4.17E-05,0.000362293,OK
Olfr466,Olfr466,0,NaN,NaN,NaN,NaN,NaN,Low
Nlrp4f,Nlrp4f,3.201452226,-0.160267,0.143219884,-1.119027575,0.263128375,NaN,Low
Zfp369,Zfp369,118.4019285,-0.156668072,0.084646201,-1.850857693,0.064190029,0.133452796,OK
Gm10324,Gm10324,0,NaN,NaN,NaN,NaN,NaN,Low
2410141K09Rik,2410141K09Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Uqcrb,Uqcrb,1867.4471,-0.06180864,0.06229524,-0.992188816,0.321105427,0.45745388,OK
Gm10767,Gm10767,27.4184218,0.337015695,0.145313602,2.319230206,0.020382557,0.055259824,OK
Mterf3,Mterf3,446.1424153,0.112519618,0.055354281,2.032717556,0.042081067,0.095976956,OK
Ptdss1,Ptdss1,1286.016274,0.035634217,0.042486637,0.838715886,0.401628762,0.5375906,OK
4933433G19Rik,4933433G19Rik,0.148842227,-0.003920145,0.035382874,-0.110792152,0.911781168,NaN,Low
Zfp712,Zfp712,49.17695545,0.119949146,0.136039698,0.881721639,0.377927356,0.514769004,OK
Zfp708,Zfp708,36.78149566,0.131714734,0.13243548,0.994557754,0.319951403,0.456187705,OK
Rslcan18,Rslcan18,18.42211008,0.171065528,0.15157851,1.128560559,0.259083257,0.391169376,OK
Zfp759,Zfp759,135.2211552,0.332762551,0.102501489,3.246416754,0.001168676,0.005599144,OK
Rsl1,Rsl1,102.9638193,0.251166917,0.109670583,2.29019405,0.02201007,0.058553085,OK
Zfp455,Zfp455,72.22848767,0.358365493,0.129007467,2.777866277,0.005471713,0.019610654,OK
Zfp458,Zfp458,56.81294083,0.371564529,0.136799488,2.716125153,0.006605094,0.022752395,OK
F630042J09Rik,F630042J09Rik,2.745542928,-0.174270997,0.145874285,-1.194665653,0.232217687,NaN,Low
Zfp457,Zfp457,2.923285601,-0.017246015,0.14007923,-0.123116144,0.902015128,NaN,Low
Zfp595,Zfp595,83.33664624,0.314162563,0.114781121,2.737057794,0.00619914,0.021670216,OK
Zfp953,Zfp953,46.42381681,0.139179711,0.12568154,1.107399794,0.268121115,0.401099501,OK
Zfp456,Zfp456,13.85704472,0.166322081,0.161181364,1.031893994,0.30212178,0.437798164,OK
Zfp429,Zfp429,79.22674949,0.44756232,0.126571013,3.536057035,0.000406147,0.002373907,OK
Zfp459,Zfp459,30.55542924,-0.004733423,0.136566891,-0.034660109,0.972350771,0.982583977,OK
Zfp874a,Zfp874a,207.9574551,0.400233179,0.103341938,3.872901815,0.000107547,0.000789617,OK
Zfp874b,Zfp874b,112.4820385,0.29221478,0.101353497,2.883124784,0.003937514,0.015088469,OK
Zfp58,Zfp58,125.0919588,0.109078161,0.112748248,0.967448826,0.333319712,0.469940149,OK
Zfp87,Zfp87,305.6174049,0.00252219,0.057992945,0.043491319,0.965309885,0.978909792,OK
Zfp748,Zfp748,318.1037996,0.163303061,0.093893477,1.739237551,0.081992987,0.161624858,OK
9430065F17Rik,9430065F17Rik,38.40956682,0.073434636,0.137042432,0.535853272,0.592059961,0.707040734,OK
Zfp729b,Zfp729b,285.0501601,0.321308581,0.090775097,3.539611534,0.000400716,0.002352157,OK
Zfp729a,Zfp729a,317.349205,0.231043618,0.106514608,2.169126119,0.03007311,0.074460307,OK
Zfp738,Zfp738,254.9053661,0.171547737,0.098016835,1.750186444,0.080086147,0.158684519,OK
Zfp65,Zfp65,308.251789,0.29545555,0.076169646,3.878914563,0.000104924,0.000775319,OK
Zfp85os,Zfp85os,18.50518204,0.049100568,0.151038501,0.325086433,0.745115657,0.82909125,OK
Zfp85,Zfp85,52.38144013,0.225487621,0.135285996,1.666747685,0.095564587,0.1822416,OK
Zfp493,Zfp493,39.16801545,0.020297918,0.141497989,0.143450223,0.885934621,0.928587982,OK
4930525G20Rik,4930525G20Rik,43.67245447,0.411273277,0.147826634,2.782132467,0.005400299,0.019425547,OK
Zfp273,Zfp273,72.06478422,0.358065083,0.130887447,2.735671697,0.00622531,0.021739604,OK
Gm10037,Gm10037,16.63680973,-0.024711217,0.157121246,-0.157274831,0.875028255,0.921226855,OK
BC048507,BC048507,0.036048701,-0.005162867,0.030009308,-0.172042189,0.863404361,NaN,Low
Mtrr,Mtrr,438.1262952,-0.053357961,0.06157117,-0.866606264,0.38615778,0.522480541,OK
Fastkd3,Fastkd3,160.315887,0.010899064,0.079525992,0.137050334,0.890991009,0.931395715,OK
1700001L19Rik,1700001L19Rik,2.955446199,0.139281064,0.142878232,0.974823539,0.329647799,NaN,Low
Adcy2,Adcy2,23.59960877,-0.260965536,0.143235203,-1.821937137,0.068464525,0.140529863,OK
Papd7,Papd7,682.9886751,0.017152861,0.053115045,0.322937899,0.746742274,0.830323819,OK
Srd5a1,Srd5a1,22.07503459,0.089508982,0.145939416,0.613329731,0.539658339,0.664919771,OK
Nsun2,Nsun2,1704.553993,0.009589546,0.051293414,0.186954728,0.851696129,0.90539467,OK
Ube2ql1,Ube2ql1,25.54215971,-0.429422307,0.143035374,-3.002210535,0.002680267,0.011037128,OK
Med10,Med10,414.2120189,-0.099561877,0.066874408,-1.488788897,0.136542967,0.241726027,OK
1700084F23Rik,1700084F23Rik,0.027315779,-0.003020154,0.029852003,-0.101170895,0.919414801,NaN,Low
Gm3772,Gm3772,22.88929595,-0.355324431,0.163321842,-2.175608767,0.029584527,0.073579671,OK
4930520P13Rik,4930520P13Rik,0.099994312,-0.022697138,0.032691222,-0.69428845,0.487501333,NaN,Low
1700100L14Rik,1700100L14Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Ice1,Ice1,1433.740652,-0.020003332,0.039295117,-0.5090539,0.610714444,0.722597932,OK
Adamts16,Adamts16,0.372080433,0.053840189,0.06080294,0.885486606,0.37589424,NaN,Low
8030423J24Rik,8030423J24Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Mir466f-4,Mir466f-4,0,NaN,NaN,NaN,NaN,NaN,Low
Irx1,Irx1,199.4029295,-0.920994374,0.160985199,-5.720987895,1.06E-08,3.13E-07,OK
Gm20554,Gm20554,140.0897452,-0.880623145,0.105344405,-8.359467679,6.30E-17,1.45E-14,OK
Irx2,Irx2,356.6243959,-0.856345261,0.144382144,-5.931102261,3.01E-09,1.04E-07,OK
D730050B12Rik,D730050B12Rik,0,NaN,NaN,NaN,NaN,NaN,Low
4930555K05Rik,4930555K05Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Irx4,Irx4,0.165679515,-0.007038293,0.042394798,-0.16601784,0.868142911,NaN,Low
Ndufs6,Ndufs6,689.9679207,-0.125154897,0.050923305,-2.45771356,0.013982465,0.041151815,OK
Mrpl36,Mrpl36,605.0075561,-0.204430416,0.06286083,-3.252111284,0.001145512,0.005510872,OK
D630045M09Rik,D630045M09Rik,0.593341283,-0.047326152,0.088654089,-0.533829316,0.593459629,NaN,Low
Lpcat1,Lpcat1,392.6193927,0.050917093,0.054286924,0.937925533,0.34828268,0.484483005,OK
Slc6a3,Slc6a3,0,NaN,NaN,NaN,NaN,NaN,Low
Clptm1l,Clptm1l,4610.655443,-0.267917731,0.067638043,-3.961050866,7.46E-05,0.000584351,OK
Tert,Tert,127.9321076,0.076272854,0.098988084,0.77052561,0.440988169,0.576325629,OK
Slc6a18,Slc6a18,0.117188865,0.014400634,0.033961463,0.424028655,0.671544916,NaN,Low
Slc6a19,Slc6a19,395.013259,0.485959399,0.114805326,4.232899434,2.31E-05,0.000224323,OK
Slc6a19os,Slc6a19os,5.332788775,0.229330897,0.152996812,1.49892599,0.133892833,NaN,Low
Slc12a7,Slc12a7,2637.608668,0.232545099,0.089588111,2.595713836,0.009439465,0.030273855,OK
Nkd2,Nkd2,31.45706003,-0.202065326,0.152365564,-1.326187636,0.184777554,0.303094225,OK
Trip13,Trip13,9.402906576,-0.276871068,0.164306012,-1.685093958,0.091970445,NaN,Low
Brd9,Brd9,579.8533127,0.083878615,0.051315624,1.634562881,0.102140714,0.19214576,OK
Zdhhc11,Zdhhc11,0.027315779,-0.003020154,0.029852003,-0.101170895,0.919414801,NaN,Low
Tppp,Tppp,15.3527724,0.149866448,0.159897743,0.937264312,0.348622615,0.484871234,OK
Cep72,Cep72,17.93399293,0.008016402,0.151633922,0.052866815,0.957838025,0.97374662,OK
Slc9a3,Slc9a3,0.059312375,-0.012529582,0.030482764,-0.411038242,0.681044494,NaN,Low
Exoc3,Exoc3,1528.079527,-0.04783034,0.038970464,-1.227348486,0.219691639,0.347042166,OK
Ahrr,Ahrr,1.839887298,-0.131925495,0.124847136,-1.05669621,0.290650255,NaN,Low
Pdcd6,Pdcd6,1370.27025,-0.039792161,0.040956086,-0.971581148,0.331258965,0.46799385,OK
Sdha,Sdha,6084.661803,0.15129638,0.033958517,4.455329361,8.38E-06,9.81E-05,OK
Ccdc127,Ccdc127,1685.680965,-0.003616545,0.042011804,-0.086084008,0.931399636,0.957782331,OK
Lrrc14b,Lrrc14b,23.60179153,0.256558784,0.159224441,1.611302771,0.107113747,0.199213037,OK
Zfp72,Zfp72,18.90441181,0.165079779,0.159971773,1.031930669,0.302104598,0.437798164,OK
Mir692-3,Mir692-3,0,NaN,NaN,NaN,NaN,NaN,Low
Mir692-2,Mir692-2,0,NaN,NaN,NaN,NaN,NaN,Low
Zfp825,Zfp825,67.02909328,0.351598238,0.135219406,2.600205466,0.009316796,0.029992933,OK
Erap1,Erap1,2424.261711,0.297170652,0.047171827,6.299748578,2.98E-10,1.38E-08,OK
Cast,Cast,737.040111,0.095340552,0.069968369,1.36262361,0.173001164,0.288314319,OK
Pcsk1,Pcsk1,12132.52369,-0.23322565,0.09160876,-2.545888076,0.010900013,0.033876955,OK
Mir682,Mir682,32.48185588,-0.103366673,0.129182474,-0.800160189,0.423617992,0.559741154,OK
Ell2,Ell2,1873.506629,0.194236896,0.064475041,3.012590475,0.002590282,0.010718704,OK
Glrx,Glrx,903.5487212,0.276919366,0.053331839,5.192383549,2.08E-07,4.12E-06,OK
Rhobtb3,Rhobtb3,640.1157979,0.195598927,0.068246224,2.866076921,0.004155933,0.01576925,OK
Spata9,Spata9,1.393084242,0.095921256,0.106896153,0.897331224,0.3695422,NaN,Low
Rfesd,Rfesd,509.351687,0.120571921,0.061094783,1.973522391,0.048436076,0.107011727,OK
Gpr150,Gpr150,3.661799006,0.046841104,0.153099456,0.305952127,0.759641096,NaN,Low
Arsk,Arsk,209.910404,0.555269417,0.090243549,6.153009518,7.60E-10,3.13E-08,OK
Ttc37,Ttc37,1173.272464,-0.127317173,0.056124236,-2.268488322,0.02329946,0.061190546,OK
Mctp1,Mctp1,56.67217169,-0.176370036,0.127402237,-1.384355884,0.16624951,0.280253248,OK
Ankrd32,Ankrd32,217.8198415,0.306913086,0.101838819,3.01371412,0.002580709,0.010691951,OK
2210408I21Rik,2210408I21Rik,215.0434392,0.250574656,0.081816747,3.062632857,0.002193991,0.009337184,OK
Fam172a,Fam172a,727.2170248,0.106770214,0.056437444,1.891832923,0.058513245,0.124293661,OK
Pou5f2,Pou5f2,0.156384361,-0.034835783,0.037493064,-0.929126072,0.352823754,NaN,Low
Nr2f1,Nr2f1,3.801325491,-0.208617184,0.150802543,-1.383379746,0.166548458,NaN,Low
A830082K12Rik,A830082K12Rik,0.51562016,0.005040023,0.077286115,0.065212533,0.948004782,NaN,Low
Arrdc3,Arrdc3,1321.064724,0.178402603,0.066773074,2.671774604,0.007545131,0.025283355,OK
5430425K12Rik,5430425K12Rik,6.765500267,-0.159899178,0.159204617,-1.004362696,0.315203824,NaN,Low
9330111N05Rik,9330111N05Rik,1.321951006,0.017630904,0.109678372,0.160750967,0.872289546,NaN,Low
Adgrv1,Adgrv1,233.1924916,-0.29302605,0.101411365,-2.889479411,0.003858803,0.014838811,OK
Lysmd3,Lysmd3,464.4076931,-0.085809721,0.054331183,-1.57938251,0.114248347,0.209760208,OK
Polr3g,Polr3g,240.6280524,0.058705197,0.093163936,0.630127917,0.528610896,0.655239398,OK
Mblac2,Mblac2,248.5447589,-0.051042957,0.070665619,-0.722316707,0.470099784,0.602917871,OK
Cetn3,Cetn3,809.4516975,0.102504651,0.056743802,1.806446641,0.070848602,0.144522744,OK
Mir3961,Mir3961,0,NaN,NaN,NaN,NaN,NaN,Low
Mef2c,Mef2c,209.9306231,0.217580172,0.086560269,2.513626329,0.011949697,0.036326974,OK
C130071C03Rik,C130071C03Rik,0,NaN,NaN,NaN,NaN,NaN,Low
