,GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
Ctbs,Ctbs,418.4339368,0.2726137,0.076683902,3.555031655,0.000377934,0.002242909,OK
Spata1,Spata1,31.58683492,0.074900861,0.136530562,0.548601425,0.583279008,0.699683991,OK
Gng5,Gng5,856.8899962,-0.178565948,0.073343013,-2.434668837,0.014905424,0.043294012,OK
Rpf1,Rpf1,452.3212991,0.143828927,0.079996473,1.797940848,0.072186382,0.146729566,OK
Dnase2b,Dnase2b,5.430470378,0.243741869,0.160749884,1.516280216,0.129448512,NaN,Low
Uox,Uox,82.75103196,0.390255879,0.099972261,3.903641617,9.48E-05,0.000712042,OK
Gm16325,Gm16325,2.995532446,0.276729253,0.138108415,2.003710297,0.045101103,NaN,Low
4930503B20Rik,4930503B20Rik,6.254123678,0.256121198,0.162171158,1.579326441,0.1142612,NaN,Low
Prkacb,Prkacb,8842.034855,0.101835491,0.048894747,2.082749104,0.037274099,0.087877712,OK
Ttll7,Ttll7,2027.885924,0.284775915,0.051653601,5.513186087,3.52E-08,8.70E-07,OK
Adgrl2,Adgrl2,314.531742,0.333715765,0.074402529,4.485274462,7.28E-06,8.77E-05,OK
Gm1653,Gm1653,0.24093299,0.000843712,0.04577891,0.01843014,0.985295708,NaN,Low
Adgrl4,Adgrl4,371.4022401,0.380715035,0.089831242,4.238113911,2.25E-05,0.000219957,OK
Ifi44,Ifi44,29.77182422,0.366464851,0.151346631,2.421361136,0.015462507,0.044461576,OK
Ifi44l,Ifi44l,0.955815652,0.051812271,0.095702372,0.541389627,0.588239056,NaN,Low
Ptgfr,Ptgfr,0.431070532,0.004056889,0.063805666,0.063581955,0.949303101,NaN,Low
Gipc2,Gipc2,55.88931548,-0.627288208,0.129767852,-4.833926123,1.34E-06,2.06E-05,OK
Dnajb4,Dnajb4,745.4201135,0.174220294,0.069505842,2.506556111,0.012191371,0.036939235,OK
Fubp1,Fubp1,1905.403846,-0.10334752,0.040925828,-2.525239534,0.011561945,0.035443807,OK
Nexn,Nexn,14.65814274,0.341077966,0.159900344,2.133065871,0.032919323,0.07991125,OK
Fam73a,Fam73a,955.9692063,0.186535486,0.055175736,3.380752093,0.000722877,0.003806379,OK
Usp33,Usp33,3312.504098,0.122670748,0.043150132,2.842882299,0.004470758,0.016679272,OK
Zzz3,Zzz3,2249.117216,0.049609527,0.032726212,1.515895761,0.129545712,0.231874523,OK
Ak5,Ak5,200.9829785,0.673957689,0.09674557,6.966289938,3.25E-12,2.76E-10,OK
AI115009,AI115009,1.423089222,0.03877966,0.118256761,0.327927637,0.742966377,NaN,Low
Pigk,Pigk,1594.759749,0.087302997,0.036903667,2.36569982,0.017996029,0.050041909,OK
St6galnac5,St6galnac5,141.0838635,0.102798051,0.091433718,1.124290401,0.260889849,0.392991399,OK
4930482G09Rik,4930482G09Rik,0,NaN,NaN,NaN,NaN,NaN,Low
St6galnac3,St6galnac3,15.53944134,0.021096145,0.155174758,0.13595088,0.891860112,0.931837657,OK
1700012D16Rik,1700012D16Rik,0,NaN,NaN,NaN,NaN,NaN,Low
5730460C07Rik,5730460C07Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Asb17,Asb17,0,NaN,NaN,NaN,NaN,NaN,Low
Asb17os,Asb17os,0.090680259,-0.019871446,0.031824963,-0.624398094,0.532366177,NaN,Low
Msh4,Msh4,0.606705695,-0.031532791,0.077608573,-0.406305506,0.68451814,NaN,Low
Rabggtb,Rabggtb,1026.653012,-0.159009084,0.052374783,-3.035985531,0.002397509,0.01007862,OK
Snord45b,Snord45b,0.779912763,-0.022344732,0.086030182,-0.259731316,0.795071035,NaN,Low
Snord45c,Snord45c,0,NaN,NaN,NaN,NaN,NaN,Low
Acadm,Acadm,394.2569197,0.002777876,0.055650087,0.049916827,0.960188668,0.975207142,OK
Slc44a5,Slc44a5,3.147193607,-0.018855537,0.126768974,-0.148739366,0.881759297,NaN,Low
Lhx8,Lhx8,0.027315779,-0.003020154,0.029852003,-0.101170895,0.919414801,NaN,Low
AI606473,AI606473,0,NaN,NaN,NaN,NaN,NaN,Low
Tyw3,Tyw3,44.19418704,0.018087643,0.124334813,0.145475293,0.884335622,0.927477233,OK
Cryz,Cryz,457.1249945,0.091529983,0.05134348,1.782699263,0.074635271,0.150661194,OK
Erich3,Erich3,219.5392778,0.027947229,0.078439707,0.35628931,0.721623914,0.811509884,OK
Tnni3k,Tnni3k,1.287313534,0.127992685,0.103682097,1.234472382,0.217026932,NaN,Low
Fpgt,Fpgt,994.293976,-0.012990403,0.057875083,-0.224455893,0.822402584,0.885332693,OK
Lrriq3,Lrriq3,55.080765,0.053280978,0.115711224,0.460465082,0.64518243,0.750639696,OK
9330178D15Rik,9330178D15Rik,0,NaN,NaN,NaN,NaN,NaN,Low
4930570G19Rik,4930570G19Rik,46.49928638,0.323212028,0.135497927,2.385365113,0.017062178,0.04797844,OK
Negr1,Negr1,694.4792931,0.3452681,0.084173701,4.101852454,4.10E-05,0.000356912,OK
Zranb2,Zranb2,1236.800288,-0.00091804,0.050272476,-0.018261288,0.98543041,0.990629022,OK
Mir186,Mir186,1.208749211,0.080791851,0.109053547,0.740845694,0.458787006,NaN,Low
Ptger3,Ptger3,39.34803252,-0.159159447,0.153431838,-1.037329994,0.299582092,0.435401922,OK
Cth,Cth,31.84992509,-0.426294985,0.163262981,-2.611093965,0.009025309,0.029204899,OK
Ankrd13c,Ankrd13c,923.2065616,0.256445638,0.062297133,4.116491796,3.85E-05,0.000339721,OK
Srsf11,Srsf11,1797.491091,-0.076624458,0.052270062,-1.465933959,0.142666279,0.249833949,OK
Lrrc40,Lrrc40,550.1468025,0.007419483,0.05531061,0.134142127,0.893290188,0.932843392,OK
Lrrc7,Lrrc7,0.999007729,-0.05288027,0.088985056,-0.594260127,0.552338143,NaN,Low
Gm20752,Gm20752,0,NaN,NaN,NaN,NaN,NaN,Low
Depdc1a,Depdc1a,1.225914059,0.164384627,0.106426182,1.544588218,0.122445898,NaN,Low
Rpe65,Rpe65,0,NaN,NaN,NaN,NaN,NaN,Low
Wls,Wls,5614.955036,0.209484116,0.058574972,3.576341737,0.000348436,0.002093508,OK
Vmn1r2,Vmn1r2,0,NaN,NaN,NaN,NaN,NaN,Low
Vmn1r3,Vmn1r3,0,NaN,NaN,NaN,NaN,NaN,Low
Mir3471-2,Mir3471-2,0,NaN,NaN,NaN,NaN,NaN,Low
Tmem68,Tmem68,353.4410034,0.240547372,0.0608578,3.952613674,7.73E-05,0.000601584,OK
Tgs1,Tgs1,299.3586328,0.098527385,0.069481253,1.418042719,0.156178293,0.267670296,OK
2210414B05Rik,2210414B05Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Lyn,Lyn,236.2709827,0.414605457,0.08994836,4.609372038,4.04E-06,5.32E-05,OK
6330407A03Rik,6330407A03Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Rps20,Rps20,3707.994273,-0.141270189,0.050977824,-2.771208711,0.005584862,0.01995899,OK
Mos,Mos,1.104644815,0.101008667,0.104355916,0.967924688,0.333081984,NaN,Low
Plag1,Plag1,171.2129334,0.051018051,0.08485676,0.60122553,0.547689782,0.671460866,OK
Chchd7,Chchd7,368.7138781,-0.198972931,0.072478941,-2.745251632,0.006046452,0.021260702,OK
Sdr16c5,Sdr16c5,0.036048701,-0.005162867,0.030009308,-0.172042189,0.863404361,NaN,Low
Sdr16c6,Sdr16c6,0,NaN,NaN,NaN,NaN,NaN,Low
Penk,Penk,14.00720119,-0.158894432,0.164099818,-0.968279148,0.332904976,0.469716254,OK
Gm11780,Gm11780,0,NaN,NaN,NaN,NaN,NaN,Low
Impad1,Impad1,1655.72822,0.190598321,0.056988685,3.344494124,0.000824328,0.004243145,OK
4930423M02Rik,4930423M02Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Fam110b,Fam110b,325.8246846,0.103320862,0.08050421,1.283421845,0.199344325,0.321206062,OK
Ubxn2b,Ubxn2b,366.2859889,0.200740789,0.071979721,2.788852021,0.005289523,0.019127081,OK
Cyp7a1,Cyp7a1,0,NaN,NaN,NaN,NaN,NaN,Low
Sdcbp,Sdcbp,3550.507584,0.088138823,0.063850586,1.380391763,0.167466055,0.281782825,OK
Nsmaf,Nsmaf,1041.426384,0.132603675,0.05368175,2.47018167,0.013504445,0.040053387,OK
Tox,Tox,458.8269346,-0.155831312,0.055979965,-2.783697921,0.005374306,0.019362419,OK
8430436N08Rik,8430436N08Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Car8,Car8,957.4082042,0.301893485,0.088358071,3.416705258,0.000633839,0.003421336,OK
Rab2a,Rab2a,5131.557456,0.029232429,0.049443658,0.591227058,0.554368295,0.676615251,OK
Chd7,Chd7,1752.833473,-0.08026802,0.056650871,-1.416889425,0.156515259,0.268180224,OK
Clvs1,Clvs1,24.4937737,0.07211768,0.154435364,0.466976463,0.640516718,0.746979956,OK
Asph,Asph,1190.132052,0.093388165,0.042559021,2.19432129,0.02821232,0.071002983,OK
4930412C18Rik,4930412C18Rik,25.4738179,0.225935819,0.143487564,1.574602093,0.115348319,0.211187961,OK
Gdf6,Gdf6,0.587368422,0.006073711,0.074946931,0.081040152,0.935410021,NaN,Low
4930448K20Rik,4930448K20Rik,0,NaN,NaN,NaN,NaN,NaN,Low
1700123O12Rik,1700123O12Rik,0,NaN,NaN,NaN,NaN,NaN,Low
2610301B20Rik,2610301B20Rik,460.3839027,0.204966857,0.086601414,2.36678419,0.017943392,0.049967436,OK
Plekhf2,Plekhf2,208.2926983,0.285157243,0.072351329,3.941285473,8.10E-05,0.00062682,OK
Ndufaf6,Ndufaf6,83.60259225,-0.2037287,0.092794292,-2.195487415,0.028128653,0.070867272,OK
Mir684-2,Mir684-2,0,NaN,NaN,NaN,NaN,NaN,Low
Trp53inp1,Trp53inp1,1113.385284,0.511217492,0.073668215,6.939458064,3.94E-12,3.26E-10,OK
Ccne2,Ccne2,84.89890627,0.249501719,0.102496387,2.434248909,0.014922729,0.043335127,OK
Ints8,Ints8,679.4677623,0.137675324,0.082303622,1.672773579,0.094371878,0.180592861,OK
Dpy19l4,Dpy19l4,456.7726094,0.328818543,0.070108495,4.690138392,2.73E-06,3.79E-05,OK
Esrp1,Esrp1,4060.297145,-0.020836866,0.058660045,-0.355213953,0.722429313,0.811884743,OK
1110037F02Rik,1110037F02Rik,1633.29043,-0.006411115,0.045803796,-0.139969083,0.888684418,0.929911697,OK
Rad54b,Rad54b,5.357849404,0.007065935,0.160800278,0.043942309,0.96495039,NaN,Low
Fsbp,Fsbp,6.973167581,0.289008683,0.161183425,1.793042203,0.072966176,NaN,Low
Gem,Gem,162.9124409,-0.520121606,0.12424267,-4.186336347,2.83E-05,0.000264626,OK
Cdh17,Cdh17,4.185594758,-0.069636831,0.143712795,-0.484555537,0.62799166,NaN,Low
Pdp1,Pdp1,236.1270469,0.081647072,0.079313619,1.029420578,0.303282083,0.439155776,OK
1700123M08Rik,1700123M08Rik,25.20856447,0.100153197,0.141218514,0.709207272,0.478195861,0.609720773,OK
Tmem67,Tmem67,280.5468899,0.185892342,0.07084828,2.623808832,0.008695257,0.028323401,OK
Rbm12b2,Rbm12b2,154.5730593,0.087892162,0.079718011,1.102538323,0.270227707,0.403260632,OK
Rbm12b1,Rbm12b1,99.67558958,0.004987345,0.126629027,0.039385482,0.968583055,0.980483685,OK
Fam92a,Fam92a,699.2240282,0.203138597,0.054350427,3.737571319,0.000185806,0.001250127,OK
Triqk,Triqk,196.9080934,0.197532442,0.080958575,2.43991995,0.014690517,0.042769111,OK
Runx1t1,Runx1t1,550.607596,0.173730729,0.060809851,2.856950395,0.004277327,0.016101707,OK
Gm2560,Gm2560,0.54232739,0.070817011,0.060580791,1.168968085,0.24241649,NaN,Low
Slc26a7,Slc26a7,0.192717593,0.019912918,0.043883019,0.453772747,0.649992401,NaN,Low
Lrrc69,Lrrc69,0.555700492,-0.037229043,0.076779798,-0.48488071,0.627760966,NaN,Low
Otud6b,Otud6b,1140.038006,0.10487703,0.04813709,2.178715633,0.0293528,0.073208536,OK
Tmem55a,Tmem55a,584.2605497,0.146665019,0.05198554,2.82126567,0.004783457,0.017616591,OK
Gm11837,Gm11837,76.78200567,0.139122018,0.099806069,1.393923427,0.163340729,0.276569664,OK
Necab1,Necab1,6.187630288,-0.27414226,0.151850124,-1.80534762,0.071020302,NaN,Low
Tmem64,Tmem64,761.1570356,0.182217504,0.066696995,2.732019673,0.006294738,0.021939635,OK
Calb1,Calb1,426.0895671,-0.12560697,0.104165134,-1.205844653,0.227877395,0.35645351,OK
Decr1,Decr1,455.2781576,0.302118079,0.047583183,6.349261682,2.16E-10,1.05E-08,OK
Mir6400,Mir6400,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Nbn,Nbn,566.7314776,0.09360439,0.045381915,2.062592313,0.039151379,0.091147854,OK
Osgin2,Osgin2,240.4161767,0.083288372,0.074625205,1.116089023,0.26438403,0.397037751,OK
Ripk2,Ripk2,266.9583838,0.07134972,0.10350727,0.689320851,0.490621379,0.621589278,OK
A530072M11Rik,A530072M11Rik,48.08794511,0.088878231,0.125539872,0.707968147,0.478965039,0.610531774,OK
Mmp16,Mmp16,29.4323169,0.01932019,0.152350608,0.126814001,0.899087614,0.936646613,OK
Cngb3,Cngb3,1.305704145,-0.151418295,0.115546277,-1.310455851,0.19004167,NaN,Low
Cpne3,Cpne3,1167.807096,0.253973723,0.05632501,4.509075511,6.51E-06,8.01E-05,OK
Rmdn1,Rmdn1,119.1258088,0.096840634,0.09038549,1.071417933,0.283981553,0.418833979,OK
Wwp1,Wwp1,316.2283946,0.049053406,0.067059758,0.73148796,0.464481156,0.597885324,OK
Slc7a13,Slc7a13,0,NaN,NaN,NaN,NaN,NaN,Low
Atp6v0d2,Atp6v0d2,0.626991087,-0.146405941,0.084440824,-1.7338289,0.082948446,NaN,Low
4930480G23Rik,4930480G23Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Ttpa,Ttpa,0.86660112,0.093934739,0.088223834,1.064731996,0.286997226,NaN,Low
Ggh,Ggh,475.9729343,0.289349595,0.062248052,4.648331755,3.35E-06,4.51E-05,OK
Nkain3,Nkain3,2.83232608,0.03024498,0.131654384,0.229730142,0.818301472,NaN,Low
Prdm13,Prdm13,0,NaN,NaN,NaN,NaN,NaN,Low
Ccnc,Ccnc,481.9309524,0.202554032,0.073252414,2.765151636,0.005689634,0.020244033,OK
Tstd3,Tstd3,220.1910725,0.258873068,0.074129482,3.492174273,0.000479106,0.002722847,OK
Usp45,Usp45,1074.511655,0.198501909,0.073031231,2.718041399,0.006566962,0.022650998,OK
4930528A17Rik,4930528A17Rik,17.39101684,0.206702273,0.158609024,1.303218867,0.192500051,0.312778483,OK
Pnisr,Pnisr,1470.381738,-0.043273225,0.080342908,-0.53860665,0.590158298,0.705533758,OK
Coq3,Coq3,92.98877473,-0.045224892,0.096638707,-0.467979071,0.639799557,0.746713216,OK
Faxc,Faxc,1314.251793,0.268705724,0.053511401,5.0214668,5.13E-07,9.01E-06,OK
Fbxl4,Fbxl4,699.6311432,0.189998988,0.055565386,3.419376749,0.000627648,0.003397248,OK
Pou3f2,Pou3f2,0,NaN,NaN,NaN,NaN,NaN,Low
Pnky,Pnky,0,NaN,NaN,NaN,NaN,NaN,Low
Mms22l,Mms22l,33.27565571,-0.036239838,0.144614286,-0.25059653,0.802126065,0.870726038,OK
Klhl32,Klhl32,1183.478284,0.010024221,0.05533361,0.181159709,0.856242219,0.908381999,OK
Ndufaf4,Ndufaf4,307.3421454,0.043491112,0.079250803,0.548778182,0.583157685,0.699657009,OK
Gpr63,Gpr63,36.22796403,0.043565568,0.143076733,0.304490937,0.760753896,0.83975409,OK
Fhl5,Fhl5,0.465132175,0.086278651,0.066386239,1.299646631,0.19372211,NaN,Low
Ufl1,Ufl1,2328.902439,-0.013206445,0.042474279,-0.310928063,0.75585531,0.836603106,OK
Fut9,Fut9,0,NaN,NaN,NaN,NaN,NaN,Low
Manea,Manea,471.457015,0.1931039,0.071959447,2.683510074,0.007285378,0.024604692,OK
4930548K13Rik,4930548K13Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Epha7,Epha7,187.8934147,0.333590838,0.121451943,2.746690013,0.00602,0.021194776,OK
4930556G01Rik,4930556G01Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Map3k7,Map3k7,1949.478003,0.075068946,0.038296819,1.960187521,0.049973877,0.10968106,OK
Bach2,Bach2,24.91834065,-0.079155269,0.149764707,-0.528530858,0.597130935,0.711150743,OK
Bach2os,Bach2os,8.912634951,0.287072224,0.164110076,1.749266297,0.080244999,NaN,Low
Gja10,Gja10,0.442446256,0.042913583,0.063215758,0.678843127,0.497237264,NaN,Low
Casp8ap2,Casp8ap2,399.3014973,0.060668437,0.07261457,0.835485727,0.40344428,0.539192797,OK
Mdn1,Mdn1,559.9073313,-0.219272044,0.085530668,-2.563665746,0.010357324,0.032587792,OK
Lyrm2,Lyrm2,578.9905503,0.175780503,0.044994924,3.906674074,9.36E-05,0.000705094,OK
Ankrd6,Ankrd6,126.6763825,-0.4460055,0.107484545,-4.149484938,3.33E-05,0.000302031,OK
Rragd,Rragd,1902.709231,0.156666181,0.038023227,4.120275731,3.78E-05,0.000335265,OK
4933421O10Rik,4933421O10Rik,502.3409778,-0.109761838,0.051031031,-2.150884179,0.031485343,0.077127168,OK
Ube2j1,Ube2j1,2674.830945,0.005929004,0.038485645,0.154057556,0.877564354,0.922767134,OK
Gabrr2,Gabrr2,3.847052548,-0.164597841,0.156694379,-1.050438706,0.293516458,NaN,Low
Gabrr1,Gabrr1,0.187156007,-0.005554676,0.042976023,-0.129250571,0.897159382,NaN,Low
Pm20d2,Pm20d2,400.2724689,0.337713054,0.063038849,5.357221169,8.45E-08,1.88E-06,OK
Srsf12,Srsf12,50.22371733,-0.018233335,0.112679322,-0.161816161,0.871450626,0.91844218,OK
Pnrc1,Pnrc1,925.3562948,0.155064506,0.085156628,1.820932902,0.068617057,0.1406997,OK
Rngtt,Rngtt,447.5909786,0.086842048,0.053623289,1.619483789,0.105343212,0.196717868,OK
Mir8118,Mir8118,0,NaN,NaN,NaN,NaN,NaN,Low
Cnr1,Cnr1,362.9143604,0.828501545,0.130787578,6.334711298,2.38E-10,1.14E-08,OK
Spaca1,Spaca1,19.41491007,0.306283843,0.153863682,1.990618177,0.04652288,0.103762086,OK
Akirin2,Akirin2,550.7047614,0.149095873,0.057908583,2.574676608,0.010033385,0.031772001,OK
Orc3,Orc3,1050.070535,0.04713884,0.058714086,0.802854017,0.422059116,0.558107774,OK
Rars2,Rars2,795.4724965,0.087944742,0.051855792,1.695948312,0.089895669,0.17396266,OK
Slc35a1,Slc35a1,614.6078704,0.132022992,0.057575102,2.293057014,0.021844723,0.058282246,OK
1700003M02Rik,1700003M02Rik,8.252679128,-0.039591197,0.164373483,-0.240861219,0.80966268,NaN,Low
Gm136,Gm136,0.167076194,-0.009275075,0.047619916,-0.194773014,0.845570649,NaN,Low
Smim8,Smim8,229.1166238,0.1830972,0.063279973,2.893446246,0.003810395,0.014701432,OK
Zfp292,Zfp292,943.7609216,0.249225205,0.07653213,3.256478109,0.001128036,0.005449667,OK
Cga,Cga,0.130050452,0.015148665,0.034888531,0.434201851,0.664141869,NaN,Low
Platr9,Platr9,0,NaN,NaN,NaN,NaN,NaN,Low
Mob3b,Mob3b,73.0173658,0.580875894,0.135426991,4.289218058,1.79E-05,0.000182069,OK
Ifnk,Ifnk,0,NaN,NaN,NaN,NaN,NaN,Low
3110043O21Rik,3110043O21Rik,616.9928656,0.218596937,0.067916739,3.21860179,0.001288172,0.006034717,OK
Lingo2,Lingo2,0.553457895,-0.052383952,0.061921735,-0.845970352,0.397569284,NaN,Low
Mir876,Mir876,0,NaN,NaN,NaN,NaN,NaN,Low
Mir873b,Mir873b,0,NaN,NaN,NaN,NaN,NaN,Low
Mir873a,Mir873a,0,NaN,NaN,NaN,NaN,NaN,Low
1700009N14Rik,1700009N14Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Aco1,Aco1,1334.659033,-0.154166583,0.038503038,-4.004010828,6.23E-05,0.00050139,OK
Ddx58,Ddx58,987.33408,0.249457985,0.09916825,2.515502537,0.011886282,0.03615816,OK
Topors,Topors,838.858062,0.014106136,0.042208372,0.334202328,0.738226887,0.823650968,OK
Toporsos,Toporsos,108.5130653,-0.085868051,0.105365607,-0.814953319,0.415099031,0.550969281,OK
Ndufb6,Ndufb6,620.9847961,-0.149143424,0.069218176,-2.154685837,0.031186427,0.076538211,OK
4930509K18Rik,4930509K18Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Tmem215,Tmem215,4054.134406,-0.215478093,0.05718503,-3.768085706,0.000164504,0.001127198,OK
4933428C19Rik,4933428C19Rik,7.675226437,0.114763287,0.164372995,0.698188213,0.485059497,NaN,Low
Aptx,Aptx,557.3785598,0.064427412,0.044853975,1.436381333,0.150893862,0.260822694,OK
Gm6297,Gm6297,58.32030218,0.304980113,0.123584674,2.467782634,0.013595285,0.040218775,OK
Dnaja1,Dnaja1,2051.441989,0.066766138,0.044781454,1.490932768,0.135979147,0.240975926,OK
Mir207,Mir207,0,NaN,NaN,NaN,NaN,NaN,Low
Smu1,Smu1,1791.789312,0.01064716,0.043633612,0.244012793,0.807220912,0.874600562,OK
B4galt1,B4galt1,665.2517769,0.091722024,0.049475524,1.853886873,0.063755346,0.132830074,OK
Mir5123,Mir5123,0,NaN,NaN,NaN,NaN,NaN,Low
Spink4,Spink4,1.722784742,-0.155320101,0.120675055,-1.287093689,0.198061635,NaN,Low
Bag1,Bag1,1724.642377,0.006166338,0.040698108,0.151514124,0.87957017,0.924028859,OK
Chmp5,Chmp5,2366.9893,0.057381198,0.034,1.687682292,0.091472233,0.176294502,OK
Nfx1,Nfx1,1953.673903,-0.108030842,0.041373018,-2.611142397,0.009024031,0.029204899,OK
Mir3094,Mir3094,0,NaN,NaN,NaN,NaN,NaN,Low
Aqp7,Aqp7,50.80090499,0.135443606,0.119418967,1.134188396,0.25671553,0.388664842,OK
Aqp3,Aqp3,2.2895641,-0.371389709,0.130089969,-2.854868162,0.00430547,NaN,Low
Nol6,Nol6,1567.456876,-0.285994512,0.04354849,-6.56726581,5.12E-11,2.98E-09,OK
Ube2r2,Ube2r2,1918.598942,0.165513313,0.037867145,4.370895008,1.24E-05,0.00013448,OK
Ubap2,Ubap2,1217.113714,-0.096339884,0.049137247,-1.960628433,0.049922383,0.109603011,OK
Dcaf12,Dcaf12,793.0366875,-0.027210092,0.044433112,-0.612383212,0.540284246,0.665452596,OK
Ubap1,Ubap1,1153.370068,-0.007356922,0.04274068,-0.172129263,0.863335908,0.913169969,OK
Kif24,Kif24,30.15149876,0.00133347,0.135467418,0.009843475,0.99214617,0.994821393,OK
Nudt2,Nudt2,173.4853486,-0.075505988,0.076053201,-0.992804855,0.320805063,0.457215337,OK
AI464131,AI464131,30.92244804,0.333335488,0.138388018,2.40870195,0.016009366,0.045690286,OK
1110017D15Rik,1110017D15Rik,16.98942603,-0.027428175,0.160913462,-0.170452953,0.864653931,0.914142947,OK
Fam219aos,Fam219aos,0,NaN,NaN,NaN,NaN,NaN,Low
Fam219a,Fam219a,1371.937246,-0.191917871,0.050831426,-3.775575188,0.000159639,0.001098785,OK
Dnaic1,Dnaic1,140.0857062,0.062917048,0.088437768,0.711427364,0.476819447,0.608730109,OK
Enho,Enho,2255.321072,0.204265191,0.084810672,2.408484515,0.016018906,0.045691723,OK
Cntfr,Cntfr,1177.01519,-0.001083958,0.112307748,-0.009651673,0.992299199,0.994890381,OK
Rpp25l,Rpp25l,239.620126,-0.063226815,0.082076839,-0.770336866,0.441100093,0.57636241,OK
Dctn3,Dctn3,875.6756844,-0.11514616,0.054550941,-2.110800631,0.034789452,0.083261101,OK
Arid3c,Arid3c,0.031612035,-0.004135336,0.029935015,-0.138143773,0.890126791,NaN,Low
Sigmar1,Sigmar1,761.7186022,0.08376062,0.044532593,1.880883535,0.059987763,0.126718194,OK
Galt,Galt,252.3591657,-0.033774258,0.070495369,-0.479098959,0.631868231,0.739904254,OK
Il11ra1,Il11ra1,305.3488758,-0.16981262,0.057881239,-2.933811075,0.003348279,0.013211637,OK
Ccl27a,Ccl27a,93.80932635,-0.238910465,0.087321424,-2.735989119,0.006219308,0.021729676,OK
Gm3893,Gm3893,0.380203562,-0.046476754,0.061102804,-0.760632098,0.446876842,NaN,Low
Ccl21c,Ccl21c,0,NaN,NaN,NaN,NaN,NaN,Low
Gm10591,Gm10591,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13304,Gm13304,0,NaN,NaN,NaN,NaN,NaN,Low
Gm21541,Gm21541,0,NaN,NaN,NaN,NaN,NaN,Low
Ccl21b,Ccl21b,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13308,Gm13308,0,NaN,NaN,NaN,NaN,NaN,Low
Gm21586,Gm21586,0,NaN,NaN,NaN,NaN,NaN,Low
Gm20878,Gm20878,0,NaN,NaN,NaN,NaN,NaN,Low
Fam205a2,Fam205a2,0,NaN,NaN,NaN,NaN,NaN,Low
4933409K07Rik,4933409K07Rik,0.191364292,-0.016419111,0.044188532,-0.371569516,0.710213389,NaN,Low
Ccl27b,Ccl27b,0,NaN,NaN,NaN,NaN,NaN,Low
LOC100861978,LOC100861978,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13306,Gm13306,0,NaN,NaN,NaN,NaN,NaN,Low
Gm2506,Gm2506,0,NaN,NaN,NaN,NaN,NaN,Low
Gm2002,Gm2002,0,NaN,NaN,NaN,NaN,NaN,Low
Il11ra2,Il11ra2,0,NaN,NaN,NaN,NaN,NaN,Low
Gm13305,Gm13305,0,NaN,NaN,NaN,NaN,NaN,Low
Ccl19,Ccl19,0.391043592,-0.03306592,0.069126948,-0.478336181,0.632410949,NaN,Low
Gm1987,Gm1987,0,NaN,NaN,NaN,NaN,NaN,Low
Ccl21a,Ccl21a,0,NaN,NaN,NaN,NaN,NaN,Low
Fam205a1,Fam205a1,0.029656188,-0.003643991,0.029898748,-0.1218777,0.902995877,NaN,Low
Fam205c,Fam205c,0,NaN,NaN,NaN,NaN,NaN,Low
Phf24,Phf24,3.980867511,-0.134157881,0.144907998,-0.925814191,0.354542551,NaN,Low
Dnajb5,Dnajb5,336.0370093,-0.406184002,0.058587411,-6.932956994,4.12E-12,3.38E-10,OK
1700022I11Rik,1700022I11Rik,0.027315779,-0.003020154,0.029852003,-0.101170895,0.919414801,NaN,Low
Vcp,Vcp,9102.512821,-0.224688632,0.044652213,-5.031970795,4.85E-07,8.65E-06,OK
Fancg,Fancg,81.55847399,0.106425166,0.098286635,1.082804048,0.278895408,0.412837216,OK
Pigo,Pigo,670.7963168,-0.197325445,0.060168842,-3.279528734,0.001039806,0.00509899,OK
Stoml2,Stoml2,711.8363001,-0.100517601,0.050004397,-2.010175232,0.044412646,0.100208854,OK
Fam214b,Fam214b,700.4552194,-0.317152583,0.051687442,-6.135969744,8.46E-10,3.45E-08,OK
Unc13b,Unc13b,1334.466306,-0.037971596,0.053444413,-0.71048765,0.477401787,0.609103411,OK
Atp8b5,Atp8b5,80.77864968,-0.06343618,0.116059369,-0.546583879,0.584664647,0.700731784,OK
Rusc2,Rusc2,509.7452356,-0.278278015,0.072976513,-3.813254474,0.000137149,0.000972696,OK
Fam166b,Fam166b,2.51604229,-0.042929239,0.144828105,-0.296415109,0.766913088,NaN,Low
Tesk1,Tesk1,1691.705266,-0.193395456,0.042508305,-4.549592238,5.37E-06,6.76E-05,OK
Cd72,Cd72,29.29974823,0.508123365,0.147493355,3.445059376,0.000570934,0.003151015,OK
Sit1,Sit1,0,NaN,NaN,NaN,NaN,NaN,Low
